id,subject,body,tone,intent
19,Availability Received – Interview Scheduling in Progress | Front Desk Receptionist Role,"Dear Julian Lee,

Thank you for providing your availability for the Front Desk Receptionist position at Elite Solutions.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your background as a skilled receptionist, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Elite Solutions.

Best regards,
Eva Jenkins  
Talent Acquisition Specialist  
Elite Solutions","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
20,Bartender Interview Scheduling Update | The Social House,"Dear Ethan Patel,

Thank you for sharing your available dates for the Bartender position at The Social House.

Our recruitment team is reviewing the schedules shared by candidates. Given your articulate communication style, we will ensure a smooth interview process.

We will schedule your interview shortly and provide further details then.

Thank you for your interest in The Social House.

Kind regards,
Ava Morales  
HR Representative  
The Social House","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
21,Availability Received – Interview Scheduling in Progress | Cybersecurity Analyst Role,"Dear Ethan Patel,

Thank you for providing your availability for the Cybersecurity Analyst position at NovaTech Corporation.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your professional background, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in NovaTech Corporation.

Kind regards,
Ava Ramos  
Talent Acquisition Coordinator  
NovaTech Corporation","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
22,Availability Received – Interview Scheduling in Progress | Urban Planner Role,"Dear Julian Sanchez,

Thank you for sharing your availability for the Urban Planner position at Green Cities Inc.

Our recruitment team is currently reviewing the schedules shared by candidates, taking into account your fast-learning skills and adaptability to new environments.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Green Cities Inc.

Kind regards,
Ava Patel  
Talent Acquisition Coordinator  
Green Cities Inc","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
23,Availability Received – Interview Scheduling in Progress | DevOps Specialist Role,"Dear Ethan Patel,

Thank you for providing your availability for the DevOps Specialist position at NovaTech Corporation.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your analytical approach, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in NovaTech Corporation.

Best regards,
Julia Knight  
Talent Acquisition Specialist  
NovaTech Corporation","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
24,Availability Received – Interview Scheduling in Progress | Cloud Architect Role,"Dear Julian Patel,

Thank you for providing your availability for the Cloud Architect position at NovaTech Solutions.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your background as a passionate and motivated individual, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in NovaTech Solutions.

Kind regards,
Ava Morales  
Talent Acquisition Manager  
NovaTech Solutions","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
25,Availability Received – Interview Scheduling in Progress | Game Designer Role,"Dear Maya Patel,

Thank you for providing your availability for the Game Designer position at Nova Games.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your background as a results-driven professional, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Nova Games.

Kind regards,
Ethan Kim  
Talent Acquisition Specialist  
Nova Games","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
26,Availability Received – Interview Scheduling in Progress | Social Media Manager Role,"Dear Ethan Patel,

Thank you for providing your availability for the Social Media Manager position at NovaTech Solutions.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your experience in managing social media campaigns, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in NovaTech Solutions.

Best regards,
Ava Rodriguez  
Talent Acquisition Specialist  
NovaTech Solutions","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
27,Interview Scheduling Progress – Brand Ambassador Position | Emily Patel,"Dear Julian Styles,

Thank you for sharing your availability for the Brand Ambassador role at Green Earth Productions.

We appreciate your empathetic approach, which will undoubtedly serve as a valuable asset in this position. Our recruitment team is currently reviewing the schedules shared by candidates.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Green Earth Productions.

Kind regards,
Ava Lee  
Talent Acquisition Representative  
Green Earth Productions","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
28,Review of Availability Received – Pharmacist Interview Scheduling,"Dear Julian Blackwood,

Thank you for sharing your availability for the Pharmacist position at NovaPharma.

Our recruitment team is reviewing the schedules shared by candidates, taking into account your dynamic approach to pharmacy practice. We will coordinate the next steps accordingly.

We will schedule your interview soon and share the interview details with you shortly.

Thank you for your continued interest in NovaPharma.

Kind regards,
Ethan Kim  
Talent Acquisition Coordinator  
NovaPharma","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
29,Availability Received – Interview Scheduling in Progress | Automotive Technician Role,"Dear Ethan Patel,

Thank you for providing your availability for the Automotive Technician position at Precision Auto Repair.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your background as a hard-working individual, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Precision Auto Repair.

Kind regards,
Ava Morales  
Talent Acquisition Specialist  
Precision Auto Repair","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
30,Interview Scheduling Confirmation – Operations Manager Role,"Dear Julian Styles,

Thank you for sharing your availability for the upcoming interview with our team at NovaTech.

We appreciate your enthusiasm for the Operations Manager position and are excited to move forward with scheduling the interview.

Interview details will be shared with you shortly, once our schedule has been finalized.

Thank you for your time and interest in NovaTech.

Kind regards,
Evelyn Patel  
Talent Acquisition Representative  
NovaTech","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
31,Availability Received – Interview Scheduling in Progress | Civil Engineer Role,"Dear Julian Thompson,

Thank you for providing your availability for the Civil Engineer position at Keystone Industries.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your background as a knowledgeable professional, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Keystone Industries.

Kind regards,
Ava Patel  
Talent Acquisition Coordinator  
Keystone Industries","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
32,Interview Availability Acknowledged - Customer Support Agent Role,"Dear Julian Styles,

Thank you for sharing your availability for the Customer Support Agent position at NovaTech Solutions.

Our team is reviewing the schedules shared by candidates, taking into account your self-described resilience and ability to handle high-pressure situations.

Interview details will be scheduled soon. In the meantime, please be assured that we are moving forward with your application.

Thank you for your continued interest in NovaTech Solutions.

Best regards,
Emily Patel  
Talent Acquisition Representative  
NovaTech Solutions","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
33,Availability Received – Interview Scheduling in Progress | Sustainability Consultant Role,"Dear Julianne Rodriguez,

Thank you for sharing your availability for the Sustainability Consultant position at GreenTech Inc.

Our recruitment team is reviewing the schedules shared by candidates, taking into account your results-driven approach to problem-solving. We will schedule your interview soon and share the details with you shortly.

We appreciate your continued interest in GreenTech Inc.

Best regards,
Jessica Hall  
Talent Acquisition Manager  
GreenTech Inc.","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
34,Availability Received – Interview Scheduling in Progress | Game Designer Role,"Dear Julian Styles,

Thank you for providing your availability for the Game Designer position at Nova Games.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your background as a client-focused professional, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Nova Games.

Kind regards,
Ava Morales  
Talent Acquisition Specialist  
Nova Games","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
35,Availability Received – Interview Scheduling Soon | Accountant Role,"Dear Ethan Patel,

Thank you for providing your availability for the Accountant position at Nova Financial Services.

Our recruitment team is currently reviewing the schedules shared by candidates. We appreciate your determination and confidence in your skills, which aligns with our company values.

We will be scheduling your interview soon and will share the interview details with you shortly.

Best regards,
Ava Torres  
Talent Acquisition Team  
Nova Financial Services","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
36,Availability Received – Interview Scheduling in Progress | Loan Officer Role,"Dear Julian Lee,

Thank you for providing your availability for the Loan Officer position at Pacific Financial Services.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your technical proficiency, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Pacific Financial Services.

Best regards,
Eva Rodriguez  
Talent Acquisition Representative  
Pacific Financial Services","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
37,Availability Received – Interview Scheduling in Progress | Flight Instructor Role,"Dear Emily Patel,

Thank you for providing your availability for the Flight Instructor position at SkyFlight Academy.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your background as a fast-learning individual, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in SkyFlight Academy.

Kind regards,
Samantha Reyes  
Talent Acquisition Specialist  
SkyFlight Academy","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
38,Availability Received – Interview Scheduling in Progress | Landscape Architect Position,"Dear Julianne Reed,

Thank you for sharing your availability for the Landscape Architect position at Greenwood Inc.

Our recruitment team is currently reviewing the schedules shared by candidates. Given your independent nature, we will ensure a seamless and efficient scheduling process.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Greenwood Inc.

Best regards,
Ava Morales  
Talent Acquisition Specialist  
Greenwood Inc.","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
39,Availability Received – Interview Scheduling in Progress | Nurse Position,"Dear Julian Parker,

Thank you for sharing your availability for the Nurse position at Greenleaf Healthcare.

Our recruitment team is reviewing the schedules shared by candidates. Given your background as a strategic thinker, we will coordinate the next steps efficiently.

We will schedule your interview soon and share the interview details with you shortly.

Thank you for your interest in Greenleaf Healthcare.

Kind regards,
Emily Patel  
Talent Acquisition Representative  
Greenleaf Healthcare","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
40,Interview Scheduling Confirmation | Interior Designer Role,"Dear Julian Styles,

Thank you for providing your availability for the Interior Designer position at Vista Corporation.

Our recruitment team is reviewing the schedules shared by candidates. Based on your experience as a professional, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Vista Corporation.

Kind regards,
Maya Patel  
Talent Acquisition Specialist  
Vista Corporation","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
41,Availability Received – Interview Scheduling in Progress | SEO Specialist Role,"Dear Maya Ramos,

Thank you for sharing your availability for the SEO Specialist position at NovaTech Solutions.

Our recruitment team is reviewing the schedules shared by candidates, taking into consideration your creative approach to digital marketing.

We will schedule your interview soon and share the interview details with you shortly.

Thank you for your interest in NovaTech Solutions.

Kind regards,
Ava Morales  
Talent Acquisition Coordinator  
NovaTech Solutions","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
42,Availability Received – Interview Scheduling in Progress | Real Estate Agent Position,"Dear Ethan Brooks,

Thank you for sharing your availability for the Real Estate Agent position at Oakwood Properties.

Our recruitment team is currently reviewing the schedules shared by candidates. As a detail-oriented individual, we believe your skills and experience make you an excellent fit for this role.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Oakwood Properties.

Kind regards,
Julia Martin  
Talent Acquisition Representative  
Oakwood Properties","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
43,Mechanic Interview Scheduling in Progress | Automotive Repair Shop,"Dear Ethan Slade,

Thank you for sharing your availability for the Mechanic position at Precision Auto Repair.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your determined approach to problem-solving, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Precision Auto Repair.

Kind regards,
Julia Nguyen  
Talent Acquisition Coordinator  
Precision Auto Repair","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
44,Availability Received – Teacher Position Interview Scheduling in Progress | Smith Academy,"Dear Julian St. Clair,

Thank you for sharing your availability for the Teacher position at Smith Academy.

Our team is reviewing the schedules shared by candidates to determine a suitable time for the interview. Based on your client-focused approach, we are confident that you will be a great fit for our school community.

We will schedule your interview soon and provide the interview details shortly.

Thank you for your continued interest in teaching at Smith Academy.

Kind regards,
Ava Morales  
Talent Acquisition Specialist  
Smith Academy","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
45,Availability Received – Interview Scheduling in Progress | Urban Planner Role,"Dear Ethan Patel,

Thank you for providing your availability for the Urban Planner position at GreenSpace Development.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your dedication to planning and community development, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in GreenSpace Development.

Kind regards,
Julia Martinez  
Talent Acquisition Coordinator  
GreenSpace Development","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
46,Availability Received – Interview Scheduling in Progress | Legal Secretary Role,"Dear Julia Patel,

Thank you for sharing your availability for the Legal Secretary position at Oakwood Law Firm.

Our recruitment team is reviewing the schedules shared by candidates, and we appreciate your enthusiasm. We will coordinate the interview scheduling process shortly.

The interview details will be shared with you once the arrangements are confirmed.

Kind regards,
Evelyn Taylor  
Talent Acquisition Specialist  
Oakwood Law Firm","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
47,Availability Received – Interview Scheduling in Progress | Accountant Role,"Dear Emily Patel,

Thank you for providing your availability for the Accountant position at NovaTech Corporation.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your background as a hard-working individual, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in NovaTech Corporation.

Kind regards,
Julia Santos  
Talent Acquisition Coordinator  
NovaTech Corporation","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
49,Availability Received – Interview Scheduling in Progress | Editor Role,"Dear Julian Styles,

Thank you for providing your availability for the Editor position at Nova Publishing.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your qualifications, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Nova Publishing.

Best regards,
Evelyn Patel  
Talent Acquisition Manager  
Nova Publishing","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
50,Availability Received – Interview Scheduling in Progress | Landscape Architect Position,"Dear Ethan Patel,

Thank you for providing your availability for the Landscape Architect position at Greenwood Inc.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your proactive approach to finding opportunities, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Greenwood Inc.

Kind regards,
Ava Lee  
Talent Acquisition Coordinator  
Greenwood Inc","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
51,Availability Received – Interview Scheduling in Progress | Museum Curator Position,"Dear Julian St. Clair,

Thank you for providing your availability for the Museum Curator position at Ashwood Museums.

Our recruitment team is currently reviewing the schedules shared by candidates, taking into account your described resourcefulness and adaptability. 

We will be scheduling your interview soon and will share the interview details with you shortly.

Best regards,
Ava Moreno  
Talent Acquisition Coordinator  
Ashwood Museums","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
52,Availability Received – Interview Scheduling in Progress | QA Tester Role,"Dear Ethan Patel,

Thank you for providing your availability for the QA Tester position at NovaTech Solutions.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your described experience as a dynamic individual, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in NovaTech Solutions.

Kind regards,
Julia Hall  
Talent Acquisition Specialist  
NovaTech Solutions","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
53,Availability Received – Interview Scheduling in Progress | Product Owner Role,"Dear Julian Reed,

Thank you for providing your availability for the Product Owner position at NovaTech Corporation.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your described resilience, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in NovaTech Corporation.

Kind regards,
Ava Morales  
Talent Acquisition Coordinator  
NovaTech Corporation","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
54,Availability Received – Interview Scheduling in Progress | Operations Manager Role,"Dear Julian Styles,

Thank you for providing your availability for the Operations Manager position at NovaTech Inc.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your described versatility, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in NovaTech Inc.

Kind regards,
Ava Thompson  
Talent Acquisition Specialist  
NovaTech Inc","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
55,Interview Scheduling Update for Librarian Position | Emily Patel Role,"Dear Julian St. Clair,

Thank you for sharing your availability for the Librarian position at Oakwood University.

Our team is reviewing the schedules shared by candidates and taking into consideration your determination to excel in this role.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your interest in Oakwood University.

Best regards,
Ava Moreno  
Talent Acquisition Specialist  
Oakwood University","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
56,Availability Received – Interview Scheduling in Progress | Underwriter Position,"Dear Ethan Patel,

Thank you for sharing your availability for the Underwriter position at Premier Financial Services.

Our recruitment team is reviewing the schedules shared by candidates. Based on your description as a hard-working individual, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in Premier Financial Services.

Kind regards,
Mia Rodriguez  
Talent Acquisition Coordinator  
Premier Financial Services","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
57,Availability Received – Interview Scheduling in Progress | Policy Analyst Role,"Dear Julian Patel,

Thank you for providing your availability for the Policy Analyst position at NovaTech Corporation.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your collaborative approach, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in NovaTech Corporation.

Kind regards,
Emily Chen  
Talent Acquisition Specialist  
NovaTech Corporation","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
58,Availability Received – Interview Scheduling in Progress | Policy Analyst Role,"Dear Ryan Thompson,

Thank you for sharing your availability for the Policy Analyst position at Nova Solutions.

Based on your description as a reliable individual, we will schedule your interview promptly and share the interview details with you shortly.

We appreciate your continued interest in Nova Solutions.

Best regards,
Julia Patel  
HR Representative  
Nova Solutions","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
59,Availability Received – Interview Scheduling in Progress | Bank Teller Position,"Dear Maya Patel,

Thank you for providing your availability for the Bank Teller position at First National Bank.

Our recruitment team is currently reviewing the schedules shared by candidates. Based on your background as a highly-organized individual, we will coordinate the next steps accordingly.

We will be scheduling your interview soon and will share the interview details with you shortly.

Thank you for your continued interest in First National Bank.

Kind regards,
Ethan Kim  
Talent Acquisition Representative  
First National Bank","Professional, courteous, and neutral",Acknowledge receipt of candidate availability
