id,subject,body,tone,intent
34,Truck Driver Position | Technical Proficiency Update,"Hi Kalyan,

I wanted to follow up with you regarding the Truck Driver profile we discussed earlier. As per our previous discussion, I have updated the candidate record to reflect their technical proficiency in accordance with your requirements.

Please review the tracking dashboard for any updates on next steps and confirm that all necessary records have been updated accordingly. If needed, please let me know so I can coordinate with the relevant teams.

Best regards,
Nalini","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
35,Copywriter Role Update | Internal Coordination,"Hi Kavita,

I wanted to touch base regarding the Copywriter role we discussed earlier this week. 

The candidate's updated file has been uploaded to our internal database, and their status is now reflected in our tracking system. Please review the next steps and ensure that they are aligned with the current hiring process timeline.

Let me know if any additional coordination is required.

Best regards,
Vijay","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
36,Receptionist Role Update | Internal Coordination,"Hi Julian,

I wanted to touch base with you regarding the Receptionist position we're currently pursuing. As per our previous discussion, I've updated the candidate record and ensured that all relevant internal stakeholders are informed of the current status.

Please review the tracking dashboard for any updates on the hiring timeline. Let's also confirm that the necessary paperwork has been prepared in advance to facilitate a smooth transition upon the new hire's start date.

Best regards,
Mia","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
37,Welder Position Update | Candidate Progress,"Hi Keshav,

I wanted to keep you informed about the Welder position we discussed in our last meeting. 

The interview feedback has been logged, and the candidate record has been updated accordingly. Please ensure that the next steps are aligned with the current hiring timeline and reflected in the tracking dashboard.

Let me know if any additional coordination is required regarding the internal screening process.

Best regards,
Rajeev","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
38,Receiving Candidate Application for Receptionist Position | Update Request,"Hi Karina,

I hope you're doing well. I wanted to touch base regarding the Receptionist position we discussed earlier. The application has been received, and it's now in our system.

Please update the candidate record with the details provided in the application form, including their professional background and qualifications. Also, ensure that all relevant teams are informed about the status of this application.

If any further information is needed from the candidate or internal stakeholders, I'll notify you accordingly.

Best regards,
Nalini","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
39,Brand Ambassador Position Coordination | Update on Status Tracking,"Hi Rohan,

I hope you're doing well. I wanted to touch base regarding the Brand Ambassador position we've been coordinating for the marketing team.

As per our previous discussion, I've updated the candidate record in the system and added notes about their innovative approach to the role. Please review the updated tracking dashboard to ensure that all next steps are aligned with the current hiring timeline.

Let me know if you need any further assistance.

Best regards,
Kavita","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
40,Data Scientist Role Update | Next Steps Coordination,"Hi Julian,

I wanted to touch base with you regarding the Data Scientist position we are currently working on. The motivated candidate has completed the technical assessment and is awaiting a decision from our team.

Please update your records in the system to reflect this, and ensure that the status tracking dashboard is updated accordingly. I will coordinate with the hiring manager to align next steps and schedule an interview if necessary.

Let me know if you have any questions or concerns.

Best regards,
Aisha","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
41,Automotive Technician Role | Next Steps,"Hi Leila,

I hope you had a chance to review the job description for the Automotive Technician role we discussed in our last meeting. As per the agreed timeline, I would like to confirm that all required documents have been uploaded and recorded in our system.

Could you please ensure that the candidate's profile is updated with any new information or developments? Additionally, let me know if there are any concerns regarding the hiring process or if any adjustments need to be made to the next steps.

Best regards,
Jasmin","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
42,Policy Analyst Candidate Update | Next Steps Alignment,"Hi Jasmine,

I wanted to touch base regarding the Policy Analyst position we discussed earlier. The innovative approach of the selected candidate aligns well with our company's objectives.

Please update your records in the system and ensure that the tracking dashboard reflects the current hiring status. I will also send a notification to our Hiring Manager team to confirm next steps.

Best regards,
Kavita","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
43,Next Steps for Sustainability Consultant Role | Review Required,"Hi Leonardo,

I wanted to confirm the current status of our Sustainability Consultant role discussions. As a reminder, we need to align the hiring timeline with the project's deadlines and update the candidate records accordingly.

Please review the updated tracking dashboard and ensure that all necessary steps are taken to move the process forward. If you have any questions or concerns, please don't hesitate to reach out.

Best regards,
Camilla","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
44,Cybersecurity Analyst Next Steps | IT Department Coordination,"Hi Rohan,

I wanted to touch base regarding the Cybersecurity Analyst position we've been discussing. As per our previous coordination, I've updated the candidate record with technical proficiency in cybersecurity tools and systems.

Please review the current status on the tracking dashboard and ensure that all relevant teams are aligned on next steps. Additionally, please verify that the necessary paperwork has been completed for the hiring process.

Best regards,
Jasmine","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
45,Supply Chain Analyst Role Update | Internal Coordination,"Hi Rohan,

I wanted to touch base with you regarding the Supply Chain Analyst position we discussed earlier. The dedicated candidate has completed the first round of interviews, and their record has been updated in our system.

Please ensure that their status is tracked on the internal hiring dashboard and that any next steps are coordinated accordingly. I also requested an update on the timeline for next stages, which will be reflected in the HR portal.

Let me know if there's any additional coordination required.

Best regards,
Kavita","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
46,Next Steps for Civil Engineer Role | Emily Chen Position,"Hi Julian,

I wanted to discuss the next steps regarding the Emily Chen position. The interview has been scheduled, and the candidate's profile is now updated in our system. Please ensure that the necessary background checks are coordinated with internal stakeholders by the end of the week.

Let me know if you require any assistance with tracking their status or updating records accordingly.

Best regards,
Ava Patel","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
47,Translator Role Update | Results-Driven Candidate,"Hi Kavita,

I wanted to update you regarding the Translator role we discussed earlier. The results-driven candidate has been placed in our system and their record is complete.

Please ensure that their application is tracked on the hiring dashboard and that all necessary next steps are aligned with the current timeline.

Let me know if any additional coordination is required.

Best regards,
Nalini","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
48,Editor Position Update | Reliability and Performance,"Hi Karina,

I wanted to touch base with you regarding the Editor position we discussed earlier. I've reviewed the interview notes, and the candidate demonstrated reliable work habits during the assessment.

Please update the relevant records in our system to reflect this information. Also, ensure that the tracking dashboard is aligned with the current hiring status for accurate progress monitoring.

Let me know if any additional coordination is required.

Best regards,
Lavanya","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
49,PR Specialist Role Update | New Candidate Added,"Hi Julian,

I wanted to inform you that we have added a new candidate for the PR Specialist position to our system. The candidate's profile is complete, and they have been deemed articulate enough to move forward in our hiring process.

Please ensure that their record is updated in the tracking dashboard, and we re-coordinate on next steps as per the current hiring timeline.

Let me know if any additional coordination is required.

Best regards,
Kaitlyn","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
50,Nurse Role Update | Next Steps and Record Alignment,"Hi Janelle,

I wanted to touch base with you regarding the progress of our ongoing recruitment efforts for the Nurse role. We have received an application from a versatile candidate, and I would like to update our records accordingly.

Please ensure that their profile is logged in the system and their status is reflected in the tracking dashboard. Let's also align our next steps to reflect the current hiring timeline. I will send over the updated system notifications for your review.

Best regards,
Ashley","Professional, neutral, and internal","Coordinate internal hiring workflow, update records, and align next steps"
51,Financial Analyst Role | Next Steps and Record Updates,"Hi Rohan,

I wanted to touch base with you regarding the Financial Analyst role. The candidate has submitted their resume, and I've logged the update in our system. Please ensure that the status is tracked and reflected in the hiring dashboard.

Also, could you please update the records accordingly? This will help us keep track of the candidate's progress and next steps.

Let me know if any additional coordination is required.

Best regards,
Kavita","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
52,Receptionist Role Update | Internal Coordination,"Hi Nadia,

I wanted to touch base with you regarding the Receptionist role we discussed. I've updated the candidate record in our system, and I'd like to confirm that your end-of-stream processes are aligned with our current hiring timeline.

Could you please review the tracking dashboard and verify that all necessary updates have been made?

Thanks,
Kavita","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
53,IT Support Technician Role Update | Internal Coordination,"Hi Jasmyn,

I wanted to touch base with you regarding the IT Support Technician role we're currently working on. The results-driven individual has completed their assessment, and their records have been updated in our system.

Please review the candidate's status and ensure that all relevant next steps are aligned with the hiring timeline. Additionally, I'll send over a tracking report for your reference.

If you need any further coordination or updates, please don't hesitate to reach out.

Best regards,
Nalini","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
54,DevOps Specialist Position | Next Steps,"Hi Kristina,

I wanted to touch base regarding the DevOps Specialist position we discussed during the hiring coordination meeting. As you may recall, the candidate has been deemed qualified for the role.

Please update their record in our internal database and ensure that the interview scheduling tool is notified of their progress. I will coordinate with the Talent Acquisition team to finalize the next steps once all necessary updates are made.

Best regards,
Kaitlyn","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
55,Warehouse Supervisor Role Update | Internal Coordination,"Hi Ramesh,

I'm updating you on the Warehouse Supervisor role we discussed. The resourceful candidate has had their background checks completed, and their records have been updated in the system. Please ensure that the status tracking dashboard is accurately reflected to align with our hiring timeline.

Let me know if any additional coordination is required to move forward with the next steps.

Best regards,
Kalpana","Professional, neutral, internal",Coordinate internal hiring workflow and update team on candidate status
56,Speech Pathologist Role Update | Tracking Progress,"Hi Rohan,

I wanted to touch base regarding the progress of our discussion on the Speech Pathologist role. The internal hire has been flagged as ""Experienced"" in our system, and I've updated their record accordingly.

Please verify that the candidate's details are accurately reflected in the HRIS and ensure that all necessary next steps are coordinated with the hiring manager.

Let me know if any additional support is needed.

Best regards,
Nalini","Professional, neutral, and internal","Coordinate internal hiring workflow, update team on candidate status"
57,Bank Teller Role Update | Internal Coordination,"Hi Julian,

I wanted to touch base regarding the Bank Teller position we discussed earlier. The diligent candidate has completed their interview, and I have updated their record in our system.

Please review the tracking dashboard to ensure that the next steps are aligned with the current hiring timeline. Additionally, could you please confirm whether any additional paperwork or documentation is required?

Best regards,
Katherine","Professional, neutral, internal",Coordinate internal hiring workflow and update team on candidate status
58,Safety Inspector Role Update | Tracking Progress,"Hi Julian,

I wanted to touch base regarding the Safety Inspector position we discussed earlier. The interview process is progressing as scheduled, and I have updated the candidate record accordingly.

Please review the status tracking dashboard to ensure that all updates are reflected and next steps are aligned with our current hiring timeline.

Let me know if you need any further information or support.

Best regards,
Ravleen","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
59,Insurance Agent Role Update | Next Steps,"Hi Jaxon,

I wanted to touch base regarding the Insurance Agent position we're currently working on. The new hire has been found to be adaptable, which is a plus for our team.

Please update the records accordingly and ensure that all necessary paperwork is completed before moving forward with the next steps. Also, let's track their status in the system to avoid any potential miscommunications.

Best regards,
Lauryn","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
60,Interior Designer Role | Next Steps Coordination,"Hi Julianne,

I wanted to touch base with you regarding the Interior Designer position we are currently processing. As the methodical nature of the top candidate is a strong asset, I have logged their experience and skills in our system.

Please update your records to reflect this new information, and ensure that our tracking dashboard accurately reflects the current hiring timeline. Let me know if you require any additional coordination or support with this process.

Best regards,
Kaitlyn","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
61,Sound Engineer Position | Update on Candidate Progress,"Hi Nalini,

I wanted to touch base regarding the Sound Engineer profile we discussed earlier. The interview has been scheduled, and the candidate has provided a suitable reference check result. 

Please update our records with this new information and ensure that all relevant teams are notified of the progress.

I'd appreciate it if you could also track this case in the system.

Best regards,
Ravina","Professional, neutral, and internal",Update candidate status and coordinate internal hiring workflow
62,Mobile App Developer Candidate Update | Tech Team,"Hi Julian,

I wanted to provide you with a brief update regarding the Mobile App Developer profile we discussed earlier. 
The new candidate has been added to our system and their resilience was noted during the interview process.

Please ensure that the candidate record is updated and next steps are coordinated accordingly. We should also review the hiring timeline in the tracking dashboard to avoid any discrepancies.

Best regards,
Evelyn","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
63,Interior Designer Role Update | Project Coordinator Position,"Hi Kavita,

I wanted to touch base regarding the progress on the Project Coordinator role, which we discussed for the Interior Designer position.

The records have been updated in our system, and I've ensured that all relevant teams are aware of the current status. Please verify that the tracking dashboard reflects the current hiring timeline and next steps.

Let me know if any adjustments need to be made.

Best regards,
Rahul","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
64,Next Steps for Entry-Level Machine Learning Engineer Role,"Hi Julianne,

I wanted to touch base with you regarding the Machine Learning Engineer position we're currently moving forward with. The entry-level candidate's record has been updated in the system, and their interview scores have been logged.

Please review the tracking dashboard to ensure that the current hiring timeline is accurately reflected. We should also schedule a follow-up meeting with the team to discuss next steps and potential recommendations.

Let me know if you need any additional information from me or if there's anything else I can assist with.

Best regards,
Kamilla","Professional, neutral, and internal","Coordinate internal hiring workflow, update team on candidate status, and align next steps"
65,Plumber Role Update | Internal Coordination,"Hi Kavita,

I am writing to inform you that the Plumber position has been updated in our system. The hard-working candidate has passed the first round of interviews and we will be moving forward with the next stage.

Please update your records to reflect this change and ensure that the tracking dashboard is aligned accordingly.

Let me know if any additional coordination is required.

Best regards,
Rahul","Professional, neutral, and internal",Update internal hiring workflow and track candidate progress
67,Marketing Manager Status Update | Internal Coordination,"Hi Kavita,

I am sending a follow-up regarding the Marketing Manager position we are currently coordinating. Please review the updated records in our shared drive and ensure that the candidate's status is correctly tracked in our system.

As per our previous discussion, I will send a meeting invite for the hiring committee next week to finalize the next steps. If you need any additional information from me, please let me know.

Best regards,
Laxmi","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
68,Occupational Therapist Role Update | HR Department,"Hi Rohan,

I wanted to inform you about the current status of the Occupational Therapist role we are currently working on. 

The client feedback has been logged in the system, and the candidate record has been updated accordingly. Please ensure that the next steps are aligned with the current hiring timeline and reflected in the tracking dashboard.

Best regards,
Leela","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
69,Mechanic Role Coordination | Next Steps,"Hi Julian,

I wanted to touch base regarding the Mechanic role we discussed earlier. As per our previous conversation, I have updated the candidate record and reflected the interview schedule in the tracking dashboard.

Please ensure that all necessary paperwork is completed and sent to the hiring manager by the end of the week. Also, kindly verify if there are any additional requirements from the client side.

Best regards,
Elara","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
70,Landscape Architect Role Update | Internal Coordination,"Hi Kavita,

I am updating you regarding the Landscape Architect position we discussed earlier. The candidates have been added to the tracking dashboard, and their statuses are being tracked. Please ensure that your records are updated accordingly.

I would like to schedule a meeting with you to review the current hiring timeline and align next steps. Would Monday at 2 PM work for you?

Best regards,
Nalini","Professional, neutral, and internal",Coordinate internal hiring workflow and update team on candidate status
